"","a_log","a12","h_log","kr_log","sigma","sigma2","error","a_log.est","a12.est","h_log.est","kr_log.est","sigma.est","sigma2.est","converge","BIC","logLik","strtpt"
"79","-3","-5e-05","-3","-1.75","0.2","0.2","NaN","-1.86851845955774","-0.000346605544965037","-3.29701424559806","-2.70706309711368","0.232064538083229","0.24197800742594","0","1859.44849443171","-910.883059698973","316"
"80","-1.5","1e-04","-3","-3","0.2","0.2","NaN","-1.86512378121063","-0.000347585656015786","-3.27132633495958","-2.78963233502993","0.231967679405099","0.241986688069624","0","1859.59039436475","-910.954009665494","74"
"81","-2","-5e-04","-4","-0.5","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","528"
"82","-1.5","-0.00035","-1","-3","0.2","0.2","NaN","-1.88332033815096","-0.00034190619604992","-3.30450887229858","-4.9441477167963","0.232411527165333","0.242012824692922","0","1861.58199470581","-911.949809836024","109"
"83","-2","-2e-04","-2","-1.75","0.2","0.2","NaN","-1.80342652017761","-0.000368291613460845","-3.19776130605365","-1.17870560255526","0.231763128666791","0.241486932687257","0","1856.11024132168","-909.213933143959","338"
"84","-2","-2e-04","-5","-0.5","0.2","0.2","NaN","-1.79130288555979","-0.000372047285312229","-3.17567041100617","-1.05029645599595","0.231202271884533","0.242042070541751","0","1856.04429429745","-909.180959631844","513"
"85","-2","-5e-04","-4","-1.125","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","403"
"86","-2","-2e-04","-1","-0.5","0.2","0.2","NaN","-1.64306927015679","-0.00042669659610332","-2.93982064045791","0.331067645871346","0.233718521460779","0.243230738899257","0","1867.06268696319","-914.690155964715","613"
"87","-1.5","-5e-05","-4","-3","0.2","0.2","NaN","-1.79980994307704","-0.000369572979408203","-3.22366257796165","-0.966336697081877","0.231148521488229","0.242408831582929","0","1856.24472598466","-909.28117547545","44"
"88","-2.5","1e-04","-3","-1.75","0.2","0.2","NaN","-1.83318338119812","-0.000357839290146396","-3.20052851818918","-2.05531151126083","0.231430715008375","0.241795548536382","0","1858.01839119742","-910.168008081828","322"
"89","-1.5","-0.00035","-2","-0.5","0.2","0.2","NaN","-1.7912977764068","-0.000372248285882503","-3.17510568071103","-1.05657139535023","0.231229969727343","0.242032396427308","0","1856.04375533822","-909.180690152227","584"
"90","-3","-5e-04","-5","-1.125","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","376"
"91","-1.5","-5e-05","-4","-1.75","0.2","0.2","NaN","-1.79178512103567","-0.000371932704168147","-3.17341690231965","-1.05798726230559","0.231239718037935","0.242000470413113","0","1856.04429944686","-909.180962206552","294"
"92","-1.5","1e-04","-1","-2.375","0.2","0.2","NaN","-1.86666444645685","-0.000347519805401681","-3.27642892238638","-3.06751363754474","0.231984930133609","0.241840701100868","0","1860.07473445276","-911.196179709499","249"
"93","-2","-0.00035","-2","-3","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","83"
"94","-1","-2e-04","-1","-2.375","0.2","0.2","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","240"
"95","-2.5","-5e-04","-4","-1.125","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","402"
"96","-1","-2e-04","-1","-1.75","0.2","0.2","NaN","-1.84635639808449","-0.000354577845196628","-3.2459109534647","-2.2144024056002","0.23162018678275","0.242061184063352","0","1858.31254355535","-910.315084260795","365"
"97","-1.5","-2e-04","-1","-1.125","0.2","0.2","NaN","-1.79128578910779","-0.00037227161570613","-3.17477736812557","-1.05968676129882","0.231252123741505","0.242016312236064","0","1856.04378846189","-909.180706714064","489"
"98","-2","1e-04","-5","-1.75","0.2","0.2","NaN","-1.79084863330165","-0.000371689260923684","-3.17308426003386","-1.05990143190844","0.231028394546053","0.242322565046942","0","1856.0493200173","-909.183472491771","273"
