"","a_log","a12","h_log","sigma","sigma2","error","a_log.est","a12.est","h_log.est","sigma.est","sigma2.est","converge","BIC","logLik","strtpt"
"63","-2.5","-5e-04","-4","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","27"
"64","-2","-5e-04","-4","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","28"
"65","-2.5","1e-04","-1","0.2","0.2","NaN","-1.88675236413083","-0.000340850680621938","-3.31202780718119","0.232470271571783","0.242065181516212","0","1855.61390606111","-912.105963433155","122"
"66","-1","-5e-04","-4","0.2","0.2","NaN","-1.88734378917386","-0.000340698954517741","-3.31305626433738","0.23248986288521","0.242083970498327","0","1855.61403674481","-912.106028775003","30"
"67","-2.5","1e-04","-2","0.2","0.2","NaN","-1.88881105410419","-0.000340270915355477","-3.30846228497111","0.231578167634428","0.24204014073368","0","1855.63559826311","-912.116809534152","97"
"68","-1.5","-5e-04","-2","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","79"
"69","-2.5","-2e-04","-3","0.2","0.2","NaN","-1.88684645685226","-0.00034100084831146","-3.31279398155627","0.232418847887275","0.242034656551166","0","1855.61417913112","-912.106099968162","62"
"70","-1.5","-5e-04","-3","0.2","0.2","NaN","-1.88689319197584","-0.000341037125102846","-3.31339221978604","0.232439267653827","0.242057294594529","0","1855.61431521775","-912.106168011474","54"
"71","-2","-2e-04","-3","0.2","0.2","NaN","-1.88697212156035","-0.000340734515677549","-3.31225939212532","0.232481058842565","0.242005429387672","0","1855.61388977725","-912.105955291223","63"
"72","-2.5","1e-04","-3","0.2","0.2","NaN","-1.91315073177415","-0.000332547710231205","-3.41444220856561","0.232577616001563","0.242246474362111","0","1856.15614359469","-912.377082199944","72"
"73","-2","-5e-04","-2","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","78"
"74","-2","-0.00035","-5","0.2","0.2","NaN","-1.88696337843691","-0.000340743154409502","-3.31193639952069","0.232516089785656","0.242008798500865","0","1855.61387997637","-912.105950390784","8"
"75","-2.5","-2e-04","-4","0.2","0.2","NaN","-1.88669908355524","-0.000340883150582726","-3.31193588170416","0.232530969097628","0.24206127298665","0","1855.61390330416","-912.105962054679","37"
"76","-1.5","-2e-04","-2","0.2","0.2","NaN","-1.88653696464707","-0.00034097026695235","-3.31154156065006","0.232523402099882","0.241986957276539","0","1855.61392904778","-912.105974926492","89"
"77","-2","1e-04","-2","0.2","0.2","NaN","-1.88702645781932","-0.000340728872507","-3.31234997313452","0.232496545849381","0.242006421991775","0","1855.61388158221","-912.105951193704","98"
"78","-2","1e-04","-1","0.2","0.2","NaN","-2.00143062852996","-0.000288270398426076","-0.990827730053697","0.30129137164876","0.249508484963927","0","2115.56204447401","-1042.08003263961","123"
"79","-2.5","-5e-04","-1","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","102"
"80","-1","-0.00035","-2","0.2","0.2","NaN","-1.64360555591979","-0.000419477948729696","-1.79863186399511","0.269087013224556","0.241781103096047","0","1985.28779609805","-976.942908451624","85"
"81","-1","1e-04","-3","0.2","0.2","NaN","-1.79690639710114","-0.000369888065906852","-2.88896298041725","0.234244824895701","0.24242973648924","0","1865.61869160865","-917.108356206926","75"
"82","-3","1e-04","-5","0.2","0.2","NaN","-1.88679865434628","-0.000340880636286786","-3.31123072710946","0.232499685855976","0.242043103669074","0","1855.61389932609","-912.105960065646","21"
"83","-3","-5e-05","-5","0.2","0.2","NaN","-1.88672533416374","-0.000340875216463758","-3.31165443919517","0.232483179861418","0.242014889511747","0","1855.61386543567","-912.105943120434","16"
"84","-2.5","-0.00035","-1","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","107"
"85","-1","-2e-04","-2","0.2","0.2","NaN","-1.88678391887829","-0.000340917360962669","-3.31161205307865","0.232499016661737","0.241988063360468","0","1855.61390973458","-912.105965269889","90"
"86","-2","-2e-04","-1","0.2","0.2","NaN","-1.88697769596179","-0.00034077341424151","-3.31259294431742","0.232527289874615","0.242034887431476","0","1855.61388924123","-912.105955023214","113"
"87","-2","-5e-05","-5","0.2","0.2","NaN","-1.88701291571806","-0.000340761990995262","-3.31266000760306","0.232514006523181","0.242035630744269","0","1855.61388417453","-912.105952489865","18"
"88","-3","1e-04","-1","0.2","0.2","NaN","-1.88685371308218","-0.000341021452213845","-3.31390807960251","0.232478764830438","0.242032211735224","0","1855.61428048693","-912.106150646063","121"
"89","-1","-0.00035","-4","0.2","0.2","NaN","-1.88777532741595","-0.000340214641049533","-3.31198361832532","0.232459739826343","0.24205789421848","0","1855.61478006923","-912.106400437217","35"
"90","-3","-5e-05","-1","0.2","0.2","NaN","-1.8871567983142","-0.000340708789056224","-3.31270662058814","0.232539326297417","0.242020902836421","0","1855.61392783007","-912.105974317633","116"
"91","-1","-2e-04","-1","0.2","0.2","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","115"
"92","-1.5","-5e-05","-5","0.2","0.2","NaN","-2.08415218639803","-0.000283838615939953","-4.23335909717074","0.237977636037423","0.241055325434877","0","1885.35785391939","-926.977937362294","19"
"93","-1.5","-5e-05","-4","0.2","0.2","NaN","-1.88689598695353","-0.000340826321624226","-3.31158296795605","0.232496312416915","0.242004016551935","0","1855.61387795628","-912.105949380737","44"
"94","-1","-2e-04","-3","0.2","0.2","NaN","-1.79281836495384","-0.000370969554945402","-2.87780969631509","0.233862115326609","0.24089517134799","0","1866.22926333515","-917.413642070176","65"
"95","-3","-2e-04","-2","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","86"
"96","-3","-5e-04","-5","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","1"
"97","-1","-0.00035","-1","0.2","0.2","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","110"
"98","-1","1e-04","-1","0.2","0.2","NaN","-0.996265152499673","-0.000763970035542454","-1.02800360488954","0.326137467093481","0.237581572585266","0","2224.42835241644","-1096.51318661082","125"
