"","a_log","a12","h_log","kr_log","sigma","sigma2","error","a_log.est","a12.est","h_log.est","kr_log.est","sigma.est","sigma2.est","converge","BIC","logLik","strtpt"
"87","-1.5","-5e-05","-4","-3","0.2","0.2","NaN","-2.26601251587863","-0.00020705962887379","-3.24766813493035","-2.67122695258388","0.212002545793234","0.242672778372703","0","1766.20224615527","-864.259935560756","44"
"88","-2.5","1e-04","-3","-1.75","0.2","0.2","NaN","-2.18069207750376","-0.000225935976683342","-3.07683677703918","-0.889543499142082","0.211413160314054","0.242715162869613","0","1763.84441316241","-863.081019064323","322"
"89","-1.5","-0.00035","-2","-0.5","0.2","0.2","NaN","-2.19148491503653","-0.000223434071217885","-3.10981859736253","-0.97463867859595","0.21157457810107","0.242646583504713","0","1763.80989751965","-863.063761242942","584"
"90","-3","-5e-04","-5","-1.125","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","376"
"91","-1.5","-5e-05","-4","-1.75","0.2","0.2","NaN","-2.23119950681989","-0.000213849378605635","-3.19603295539545","-1.42292725825206","0.21183358689514","0.242596620935633","0","1764.2350639361","-863.276344451172","294"
"92","-1.5","1e-04","-1","-2.375","0.2","0.2","NaN","-2.1909630257996","-0.000223726758689656","-3.10812977621337","-0.980475818431047","0.211521809935197","0.242651718418763","0","1763.81005328035","-863.063839123292","249"
"93","-2","-0.00035","-2","-3","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","83"
"94","-1","-2e-04","-1","-2.375","0.2","0.2","NaN","-1.87883404310126","-0.000306588499077742","-2.57772205578069","1.52592805823892","0.21640961226397","0.2451945993476","0","1786.91442413455","-874.616024550393","240"
"95","-2.5","-5e-04","-4","-1.125","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","402"
"96","-1","-2e-04","-1","-1.75","0.2","0.2","NaN","-2.19143798434995","-0.000223433520759522","-3.10931169487726","-0.977393676417508","0.211580308895599","0.242643408799125","0","1763.80987992308","-863.063752444661","365"
"97","-1.5","-2e-04","-1","-1.125","0.2","0.2","NaN","-2.20829688390528","-0.000219744674522977","-3.13453712802865","-1.28090642158767","0.211568934127453","0.24261141480305","0","1763.98607448523","-863.151849725737","489"
"98","-2","1e-04","-5","-1.75","0.2","0.2","NaN","-2.23618948033331","-0.000213847347816246","-3.18328570304935","-1.77125095733081","0.211740425072108","0.24254332975832","0","1764.71960423322","-863.518614599728","273"
