"","a_log","a12","h12","h_log","kr_log","sigma","sigma2","error","a_log.est","a12.est","h_log.est","h12.est","kr_log.est","sigma.est","sigma2.est","converge","BIC","logLik","strtpt"
"24","-1.5","1e-04","1e-04","-1","-2.375","0.2","0.2","NaN","-1.5232541963427","-0.0084137938707565","-1.00701333436364","-0.222725027028799","-2.37070167675064","0.593797388074131","0.284358752028584","0","3168.43972079564","-1562.34494704991","1249"
"25","-3","-2e-04","-5e-04","-4","-0.5","0.2","0.2","NaN","-2.60863637502026","-0.050697226564143","-4.17834940551768","-0.453738376117772","-0.539274166479482","0.595275172084892","0.278285077228957","0","3216.5719063564","-1586.41103983029","2636"
"26","-1","-5e-05","-5e-04","-1","-0.5","0.2","0.2","NaN","NaN","NaN","NaN","NA","NaN","NaN","NaN","NaN","NaN","NaN","3020"
"27","-2","-5e-04","-5e-05","-3","-2.375","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","953"
"28","-2.5","-5e-04","-0.00035","-1","-1.75","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1777"
"29","-1.5","-5e-04","-2e-04","-2","-2.375","0.2","0.2","NaN","-1.49578411928802","-0.000471092353949878","-1.99951678893929","-0.000644706440448216","-2.38010730981416","0.397385385914041","0.241519681442842","0","2990.94970298342","-1473.5999381438","1054"
"30","-1","1e-04","-0.00035","-5","-2.375","0.2","0.2","NaN","-1.21093496591089","-0.00335432665072728","-4.53276711534457","0.141769857080223","-2.08454790971705","0.574599527204339","0.276459530597697","0","3183.87146612663","-1570.06081971541","675"
"31","-3","-5e-05","-2e-04","-2","-1.125","0.2","0.2","NaN","-2.98507752095919","-0.000539533238668784","-2.027585254669","-0.229097470289345","-1.13184043148183","0.599040177357299","0.27572122466321","0","3196.23714284352","-1576.24365807385","2316"
"32","-1","-0.00035","1e-04","-5","-3","0.2","0.2","NaN","-0.931623578348078","-0.00453916241534791","-4.93269902036674","0.174390665068317","-2.80564083659144","0.572738085609495","0.274815097907972","0","3196.48122949467","-1576.36570139943","110"
"33","-1","-5e-04","-0.00035","-2","-1.75","0.2","0.2","NaN","-0.999196391109692","-0.000757560734986784","-2.00026194460833","-0.00058865529061713","-1.74900434105824","0.369647169756652","0.230290441957785","0","3051.71992110996","-1503.98504720707","1655"
"34","-2","-2e-04","-0.00035","-2","-0.5","0.2","0.2","NaN","-1.81894397846661","6.04753968955919e-05","-3.73096409837339","-3.32049548229078e-05","1.58252615675412","0.42263782714899","0.280502747173912","0","2862.17878160775","-1409.21447745597","2913"
"35","-2.5","-0.00035","-2e-04","-5","-2.375","0.2","0.2","NaN","-1.58795394952752","-0.181205344181248","-3.63999875594902","-1.76820147680854","-1.61701376622195","0.59194363601957","0.281680689577879","0","3219.46946385884","-1587.85981858151","682"
"36","-2.5","-0.00035","-5e-04","-5","-0.5","0.2","0.2","NaN","-2.52188684555737","-0.00284195983833106","-4.89386539289086","-0.176854060025623","-0.60914669604872","0.63432638440605","0.270022678041048","0","3196.61793349377","-1576.43405339898","2507"
"37","-2.5","-0.00035","-5e-05","-4","-3","0.2","0.2","NaN","NaN","NaN","NaN","NA","NaN","NaN","NaN","NaN","NaN","NaN","207"
"38","-3","-5e-05","-5e-05","-1","-1.125","0.2","0.2","NaN","-2.9613339117613","-0.00178844263500144","-1.06607764071024","-0.24408565244515","-1.10560482649376","0.596954740654543","0.283819744309412","0","3173.14203769012","-1564.69610549715","2466"
"39","-3","-0.00035","1e-04","-4","-2.375","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","856"
"40","-1","-0.00035","-5e-05","-3","-3","0.2","0.2","NaN","-1.02625292773315","-0.000525267438410117","-2.23072642702786","-0.000229889347133583","0.409731249819878","0.426755695711935","0.277768611837237","0","2872.07406044881","-1414.1621168765","335"
"41","-2.5","-2e-04","-2e-04","-4","-1.125","0.2","0.2","NaN","-2.30089597430637","0.000226207039159132","-5.74780187192111","3.28273663342923e-05","0.30533598632807","0.435406255126449","0.281673389776466","0","2895.58705573977","-1425.91861452198","2062"
"42","-2.5","1e-04","-5e-04","-2","-1.125","0.2","0.2","NaN","-2.50484498753827","-0.000605496028665225","-2.06406251154033","-0.248481489306425","-1.0399783271561","0.600155287338337","0.278513740192851","0","3205.27570694226","-1580.76294012322","2272"
"43","-1.5","-5e-04","-5e-04","-5","-1.75","0.2","0.2","NaN","-2.05983637733416","1.07438105275592e-05","-4.57930885071638","-1.47686251336356e-05","-2.42579897397424","0.458275039294111","0.316190051737749","0","2900.9600271336","-1428.60510021889","1254"
"44","-3","-5e-04","-2e-04","-1","-1.125","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2426"
"45","-1.5","-5e-05","-5e-04","-2","-1.125","0.2","0.2","NaN","NaN","NaN","NaN","NA","NaN","NaN","NaN","NaN","NaN","NaN","2269"
"46","-2.5","-2e-04","-2e-04","-4","-2.375","0.2","0.2","NaN","-2.21264340155069","7.78079613655908e-05","-3.84609531326586","-3.88346639064525e-05","-2.46353497162111","0.43546390577611","0.290437760272608","0","2903.96122649577","-1430.10569989998","812"
"47","-2","-5e-05","-5e-05","-4","-1.75","0.2","0.2","NaN","-1.99853363753058","-3.1698610727081e-05","-4.27637476527992","-2.79034657934841e-05","-0.034222871825885","0.422961968068736","0.280172241402391","0","2866.35387263201","-1411.3020229681","1468"
"48","-3","1e-04","-0.00035","-4","-2.375","0.2","0.2","NaN","-3.07478849956125","-0.00946592600114709","-3.98106780921964","-0.291103744261109","-2.16768880912824","0.605070317437761","0.281155514282924","0","3218.64403913902","-1587.4471062216","796"
"49","-1","1e-04","-2e-04","-3","-0.5","0.2","0.2","NaN","-1.08040772360995","-0.00378552483244707","-3.17898993457788","0.214685962072744","-0.476406116977468","0.582049488140022","0.278619231624653","0","3187.23350890765","-1571.74184110592","2825"
"50","-1.5","-0.00035","-5e-04","-4","-0.5","0.2","0.2","NaN","-1.72394059049777","-9.89707638589917e-05","-3.77813978374832","-4.39070761881021e-05","-0.366414934496172","0.419175024650526","0.274794616853227","0","2846.0111972103","-1401.13068525724","2634"
"51","-1","-5e-04","1e-04","-1","-0.5","0.2","0.2","NaN","-0.971441790365305","-0.000836348205266359","-1.0629360458696","-0.00152448417374272","-0.517940714151742","0.543342436297299","0.269951804385644","0","3010.22857109968","-1483.23937220193","3105"
"52","-3","-0.00035","1e-04","-5","-1.125","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1981"
"53","-3","-5e-05","-5e-04","-4","-2.375","0.2","0.2","NaN","-2.87790545683262","-0.00189736042052452","-3.89321151585024","-0.182899099212205","-2.40236773444459","0.581119072117375","0.274627322294395","0","3169.57919095577","-1562.91468212998","766"
"54","-2","1e-04","-5e-05","-3","-0.5","0.2","0.2","NaN","-1.67852421269165","9.81384184107547e-05","-3.77084601629935","-1.0739012671521e-05","0.994390350851971","0.416472968992647","0.280146131859899","0","2850.56594946887","-1403.40806138653","2848"
"55","-1.5","-2e-04","-5e-05","-5","-3","0.2","0.2","NaN","-1.70447949129273","-0.00695461993400605","-4.86161982546204","-0.200752025025019","-2.79003099037183","0.632625134845462","0.283028607676926","0","3208.14155689753","-1582.19586510086","89"
"56","-1.5","-5e-04","-2e-04","-1","-0.5","0.2","0.2","NaN","NaN","NaN","NaN","NA","NaN","NaN","NaN","NaN","NaN","NaN","3054"
"57","-2","-5e-05","-2e-04","-4","-3","0.2","0.2","NaN","-1.79620015275748","-0.000122984801714623","-4.07955000273508","-3.75231828420682e-05","-3.02376554650736","0.425902862152174","0.280163409047874","0","2873.21126890285","-1414.73072110352","193"
"58","-1","-0.00035","1e-04","-1","-3","0.2","0.2","NaN","-0.998087701368525","-0.000809326750780823","-1.00389799004297","-0.00170051714687587","-3.00262248992882","0.457733856156094","0.256277932206152","0","3084.33809515107","-1520.29413422763","610"
"59","-3","-5e-04","-5e-04","-1","-2.375","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1126"
"60","-3","-2e-04","1e-04","-5","-1.125","0.2","0.2","NaN","-2.86015986317042","-0.000554552065220869","-5.04614728598701","-0.70846508657975","-0.963206702820248","0.599560377591077","0.279855199115109","0","3220.51480086042","-1588.3824870823","1986"
"61","-2","-5e-05","-5e-05","-2","-1.125","0.2","0.2","NaN","NaN","NaN","NaN","NA","NaN","NaN","NaN","NaN","NaN","NaN","2343"
"62","-1.5","1e-04","-2e-04","-2","-1.125","0.2","0.2","NaN","-1.48544180300521","-0.000213292550947491","-3.5271070436001","-5.8809257502981e-05","0.468133341962779","0.410392138581206","0.280055975828894","0","2833.33517633293","-1394.79267481856","2324"
"63","-2","-2e-04","-2e-04","-2","-0.5","0.2","0.2","NaN","-2.01591447796957","3.93257237889555e-05","-1.99025330588367","-0.000279802619068378","-0.611671578355968","0.45163716360687","0.28409876373456","0","2974.79006863253","-1465.52012096836","2938"
"64","-1","1e-04","1e-04","-2","-0.5","0.2","0.2","NaN","-1.58637196520356","-0.000178632477455289","-3.50834096427322","-6.31658751036724e-05","-0.420782871546514","0.411100750386503","0.273473535700993","0","2843.37849846731","-1399.81433588574","3000"
"65","-3","-5e-05","-0.00035","-3","-3","0.2","0.2","NaN","-2.96822461888355","-0.00115883360577585","-3.04316770781837","-0.199952327428651","-2.98501055375441","0.58457419984632","0.280826878039002","0","3201.68176896193","-1578.96597113306","291"
"66","-3","-2e-04","-5e-05","-2","-1.75","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1711"
"67","-3","-2e-04","1e-04","-2","-1.125","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2361"
"68","-1","-5e-04","-5e-04","-2","-3","0.2","0.2","NaN","-0.623850109865969","-0.0008756373193842","-2.0351438026757","-0.000275366011848686","1.80978370813254","0.424312730918475","0.280057068002641","0","2868.92026288091","-1412.58521809255","380"
"69","-3","-2e-04","-5e-04","-5","-1.125","0.2","0.2","NaN","-2.64517508973154","-0.0451560361492539","-4.58629513327405","-0.39825680733666","-1.24262668055881","0.593631073699212","0.284574343313964","0","3217.67095173048","-1586.96056251733","1886"
"70","-2","-5e-04","-0.00035","-5","-3","0.2","0.2","NaN","-2.15873084036228","4.68615145725959e-05","-4.79674524135288","-8.53220734473647e-06","-2.87732490011395","0.433347405942476","0.272015608265881","0","2893.43137037466","-1424.84077183942","28"
"71","-2.5","-5e-04","-5e-04","-5","-1.125","0.2","0.2","NaN","-2.31977599449142","-0.0786749794646555","-4.96151736724372","-1.03237309247778","-1.17112679544186","0.591227673817287","0.281009778600142","0","3219.34322563346","-1587.79669946882","1877"
"72","-2.5","-0.00035","-2e-04","-4","-0.5","0.2","0.2","NaN","-2.36912483856397","-0.00320869865746967","-4.10457964364649","-0.123518773678341","-0.477342814293737","0.623884721044005","0.270509069374897","0","3181.04613322885","-1568.64815326652","2682"
"73","-2.5","-2e-04","-5e-04","-5","-3","0.2","0.2","NaN","-3.32467599531253","-0.00132609303444384","-4.44598559647697","-0.567751760356862","-2.28872121009912","0.575268700769305","0.276722939318154","0","3173.04117692836","-1564.64567511627","12"
"74","-2","-2e-04","-5e-04","-1","-0.5","0.2","0.2","NaN","-1.98209238854672","-0.00151284644698282","-0.965542228853045","-0.13726797306352","-0.580762022631248","0.550405066923535","0.299085227631233","0","3192.25696777223","-1574.25357053821","3013"
"75","-3","-0.00035","-5e-05","-2","-0.5","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2956"
"76","-3","-5e-04","-2e-04","-2","-3","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","426"
"77","-3","-2e-04","-0.00035","-4","-1.125","0.2","0.2","NaN","NaN","NaN","NaN","NA","NaN","NaN","NaN","NaN","NaN","NaN","2036"
"78","-3","-0.00035","-5e-04","-2","-3","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","381"
"79","-1","-0.00035","-2e-04","-1","-1.75","0.2","0.2","NaN","NaN","NaN","NaN","NA","NaN","NaN","NaN","NaN","NaN","NaN","1810"
"80","-2.5","-2e-04","-0.00035","-3","-0.5","0.2","0.2","NaN","-1.62686356795194","-0.000148627229791554","-4.12859073582276","-2.55558728949348e-05","-0.101763188129203","0.410580444518629","0.245121922050249","0","2866.63522894429","-1411.44270112424","2787"
"81","-3","-2e-04","-5e-04","-2","-3","0.2","0.2","NaN","-2.80212963546572","-0.00209986488074026","-2.01951118489761","-0.201150468754067","-3.10470455507285","0.585215200481577","0.284310981652753","0","3169.13292098211","-1562.69154714315","386"
"82","-1.5","-2e-04","-5e-04","-2","-1.125","0.2","0.2","NaN","-1.21060039944339","-0.000446320275129793","-2.77758715412582","-0.000143592937930506","-0.950873422580527","0.410586477464259","0.282631551308075","0","2878.36841581727","-1417.30929456073","2264"
"83","-3","-0.00035","-5e-04","-5","-0.5","0.2","0.2","NaN","NaN","NaN","NaN","NA","NaN","NaN","NaN","NaN","NaN","NaN","2506"
"84","-3","-5e-04","-5e-05","-5","-0.5","0.2","0.2","NaN","-2.29575360730193","-0.000230629678141183","-5.08042602704412","0.158016451279975","-0.013169429640761","0.588323466652295","0.267154298403442","0","3202.26081552089","-1579.25549441254","2576"
"85","-2.5","1e-04","-5e-04","-2","-3","0.2","0.2","NaN","-2.47903890830206","-0.00302024552843139","-1.9564910361753","-0.19838518472797","-3.01144362827096","0.595591061484062","0.277652175582184","0","3171.04518652342","-1563.6476799138","397"
"86","-2.5","-5e-05","-5e-04","-5","-1.125","0.2","0.2","NaN","3.15728336306642","1.25399397871488","-12.4701779331315","0.330043812342156","-17.8199123478092","0.587525705533931","0.279983136991027","0","3205.96755206396","-1581.10886268407","1892"
"87","-2.5","-2e-04","-5e-04","-2","-3","0.2","0.2","NaN","-2.32116346614768","-0.00231006124399372","-2.06582472254269","-0.177191852957539","-3.05489306897731","0.60212340561056","0.278748213457738","0","3201.55329188017","-1578.90173259218","387"
"88","-3","1e-04","-0.00035","-4","-1.75","0.2","0.2","NaN","NaN","NaN","NaN","NA","NaN","NaN","NaN","NaN","NaN","NaN","1421"
"89","-2.5","1e-04","-2e-04","-3","-1.125","0.2","0.2","NaN","-2.17587703195932","8.98480536482493e-05","-3.18010982068479","-7.96692875310802e-05","-1.21543097937719","0.457202112300209","0.30171874205296","0","2920.08889916835","-1438.16953623626","2197"
"90","-2.5","-5e-05","1e-04","-3","-1.125","0.2","0.2","NaN","-1.76945548984869","-0.000138572664409372","-3.90523121690541","-4.63867278638115e-05","-2.71096777688965","0.4251801352402","0.279679567471791","0","2870.75143234835","-1413.50080282627","2242"
"91","-2.5","-5e-05","-5e-05","-4","-3","0.2","0.2","NaN","-1.88144440270402","-4.85040812185319e-05","-4.16825170121544","-2.76975422170199e-05","-3.36454479358288","0.426865496101637","0.280039302543355","0","2877.17489951363","-1416.71253640891","217"
"92","-1","-2e-04","-0.00035","-3","-2.375","0.2","0.2","NaN","NaN","NaN","NaN","NA","NaN","NaN","NaN","NaN","NaN","NaN","915"
"93","-1","-5e-04","-2e-04","-3","-2.375","0.2","0.2","NaN","-1.0887108196733","-0.000501437332209849","-2.23700695744385","-0.000232235930508441","-0.247410454259018","0.431081579436084","0.279647920905841","0","2887.42818130208","-1421.83917730313","930"
"94","-3","-5e-04","-5e-04","-3","-2.375","0.2","0.2","NaN","NaN","NaN","NaN","NA","NaN","NaN","NaN","NaN","NaN","NaN","876"
"95","-2.5","-2e-04","1e-04","-5","-0.5","0.2","0.2","NaN","-1.9111070714563","-7.92054936768094e-06","-5.01722271763092","8.36316911479676e-06","-0.724448007804999","0.424632945174334","0.280297718907716","0","2871.19195510722","-1413.7210642057","2612"
"96","-1.5","-5e-05","-0.00035","-4","-1.125","0.2","0.2","NaN","-1.69140757358236","-0.000149452539842517","-3.88676773168784","-4.3082349290305e-05","-1.24104915599205","0.587926269509038","0.280065428388206","0","2951.90709566717","-1454.07863448568","2044"
"97","-2","-5e-05","-5e-04","-5","-3","0.2","0.2","NaN","-1.67728735538716","-0.000165167807508756","-5.07917592113653","2.80269243947443e-05","-2.35207363578952","0.472832767327703","0.275567111452496","0","2910.46442625331","-1433.35729977875","18"
"98","-3","-5e-04","1e-04","-3","-1.75","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1601"
