"","a_log","a12","h_log","sigma","sigma2","error","a_log.est","a12.est","h_log.est","sigma.est","sigma2.est","converge","BIC","logLik","strtpt"
"53","-2","-2e-04","-5","0.2","0.2","NaN","-1.85626824260121","-6.99242830631026e-05","-4.35660438341631","0.430896652975993","0.280226033349567","0","2873.0076692112","-1420.87889649995","13"
"54","-2.5","-5e-04","-5","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","2"
"55","-2","-5e-04","-5","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","3"
"56","-3","-2e-04","-5","0.2","0.2","NaN","-1.8548089401579","-7.07338930228935e-05","-4.35013410638853","0.431191778820837","0.280251602798582","0","2873.00890213379","-1420.87951296125","11"
"57","-1.5","-2e-04","-5","0.2","0.2","NaN","-1.85646289343129","-7.01383507373303e-05","-4.35625357178817","0.430855785826144","0.280240305918882","0","2873.00771645998","-1420.87892012434","14"
"58","-1.5","1e-04","-2","0.2","0.2","NaN","-1.85626574437847","-6.95129171236754e-05","-4.35425013966068","0.431060013010696","0.280143739021917","0","2873.00813899901","-1420.87913139386","99"
"59","-1","-5e-05","-3","0.2","0.2","NaN","-1.85595755574739","-7.0000088863267e-05","-4.35745570300535","0.430746173355451","0.28013212402709","0","2873.00796167886","-1420.87904273378","70"
"60","-2.5","-0.00035","-2","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","82"
"61","-2.5","-0.00035","-3","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","57"
"62","-2","-2e-04","-2","0.2","0.2","NaN","-1.8550649946244","-7.07329541972772e-05","-4.35599374718105","0.43119004186314","0.280242269225976","0","2873.00841096452","-1420.87926737661","88"
"63","-2.5","-5e-04","-4","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","27"
"64","-2","-5e-04","-4","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","28"
"65","-2.5","1e-04","-1","0.2","0.2","NaN","-1.85623980786516","-7.0173043275593e-05","-4.35634365070584","0.430970060700561","0.280243254251001","0","2873.00770794001","-1420.87891586436","122"
"66","-1","-5e-04","-4","0.2","0.2","NaN","-1.85587252387863","-7.03942612914605e-05","-4.35686315317664","0.431016031082909","0.280212190122149","0","2873.00778824107","-1420.87895601489","30"
"67","-2.5","1e-04","-2","0.2","0.2","NaN","-1.8564019337025","-6.99859578238087e-05","-4.35555765480012","0.430842860357325","0.280150964466282","0","2873.00773310556","-1420.87892844713","97"
"68","-1.5","-5e-04","-2","0.2","0.2","NaN","-1.85532397287132","-6.98665591232585e-05","-4.34685751510776","0.430294301663737","0.280419431331967","0","2873.01216364042","-1420.88114371456","79"
"69","-2.5","-2e-04","-3","0.2","0.2","NaN","-1.85632629980399","-6.99500231965424e-05","-4.35641350532787","0.430860252271551","0.280142173074532","0","2873.00771088054","-1420.87891733462","62"
"70","-1.5","-5e-04","-3","0.2","0.2","NaN","-1.64149912603364","-0.000161391932045893","-3.00248889758294","0.449343644872476","0.280022876595167","0","2916.01796368054","-1442.38404373462","54"
"71","-2","-2e-04","-3","0.2","0.2","NaN","-1.85644768319458","-7.00325341697108e-05","-4.35805319614639","0.43099085494347","0.280219543727259","0","2873.00775320105","-1420.87893849488","63"
"72","-2.5","1e-04","-3","0.2","0.2","NaN","-1.85618062117665","-7.02821776609661e-05","-4.35613227936736","0.430867983472317","0.280201065634756","0","2873.00768386727","-1420.87890382799","72"
"73","-2","-5e-04","-2","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","78"
"74","-2","-0.00035","-5","0.2","0.2","NaN","-1.85648853766102","-7.007878484118e-05","-4.35688877760861","0.430887146381205","0.280198581756961","0","2873.00767029433","-1420.87889704152","8"
"75","-2.5","-2e-04","-4","0.2","0.2","NaN","-1.85597715726469","-7.02639299207094e-05","-4.35574016277203","0.430849160518408","0.280179842459435","0","2873.00768504195","-1420.87890441533","37"
"76","-1.5","-2e-04","-2","0.2","0.2","NaN","-1.85668893646649","-6.99124272555578e-05","-4.3581653232527","0.430836683701073","0.280165328339525","0","2873.00774650001","-1420.87893514435","89"
"77","-2","1e-04","-2","0.2","0.2","NaN","-1.85579416715971","-7.02595277798062e-05","-4.3550786097201","0.43077628573289","0.280188527216959","0","2873.00777037605","-1420.87894708238","98"
"78","-2","1e-04","-1","0.2","0.2","NaN","-1.85646912142691","-7.00737160620159e-05","-4.35611106900098","0.430963589113818","0.280184739007394","0","2873.00771117542","-1420.87891748206","123"
"79","-2.5","-5e-04","-1","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","102"
"80","-1","-0.00035","-2","0.2","0.2","NaN","-1.85644007803272","-6.99988408873204e-05","-4.35730890241011","0.430856554242635","0.280210237102893","0","2873.00767099699","-1420.87889739285","85"
"81","-1","1e-04","-3","0.2","0.2","NaN","-1.85880068939837","-6.96409835624704e-05","-4.35484721197717","0.431486815193786","0.28023862679822","0","2873.01209548294","-1420.88110963582","75"
"82","-3","1e-04","-5","0.2","0.2","NaN","-1.85691738547744","-7.01381997328763e-05","-4.35935697524814","0.430954205134879","0.280222229265991","0","2873.00791799515","-1420.87902089193","21"
"83","-3","-5e-05","-5","0.2","0.2","NaN","-1.85635822073162","-6.98444853852248e-05","-4.35776000389576","0.430973377259519","0.280184550734988","0","2873.0077608934","-1420.87894234105","16"
"84","-2.5","-0.00035","-1","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","107"
"85","-1","-2e-04","-2","0.2","0.2","NaN","-1.8558642899646","-7.020646020068e-05","-4.35699525343254","0.43088000704182","0.280167287353493","0","2873.00772837334","-1420.87892608102","90"
"86","-2","-2e-04","-1","0.2","0.2","NaN","-1.85766025476096","-6.91407434563746e-05","-4.35765180883472","0.430816107526438","0.280328910713904","0","2873.0082468026","-1420.87918529565","113"
"87","-2","-5e-05","-5","0.2","0.2","NaN","-1.85599508671286","-7.00577426104362e-05","-4.3562944691456","0.43089755391195","0.280296489013882","0","2873.00778494073","-1420.87895436472","18"
"88","-3","1e-04","-1","0.2","0.2","NaN","-1.85609502851086","-7.01912004467477e-05","-4.35738215236704","0.430793000384686","0.280190421321176","0","2873.00774771462","-1420.87893575166","121"
"89","-1","-0.00035","-4","0.2","0.2","NaN","-1.85639623672375","-7.00827506303279e-05","-4.35648490157085","0.430939032542312","0.28020239469391","0","2873.00766936452","-1420.87889657661","35"
"90","-3","-5e-05","-1","0.2","0.2","NaN","-1.85780929710388","-6.98110750540263e-05","-4.35891555273436","0.430936642352249","0.280066916755422","0","2873.008469333","-1420.87929656085","116"
"91","-1","-2e-04","-1","0.2","0.2","NaN","-1.8561219658443","-7.03655558096882e-05","-4.35676723154995","0.430815552976496","0.280164905606243","0","2873.00775461632","-1420.87893920251","115"
"92","-1.5","-5e-05","-5","0.2","0.2","NaN","-1.85834669627295","-6.88925477842606e-05","-4.35940242937868","0.431185706848262","0.279930116335279","0","2873.00981157762","-1420.87996768316","19"
"93","-1.5","-5e-05","-4","0.2","0.2","NaN","-1.85590554693438","-7.02330498250017e-05","-4.35602073244597","0.430953437334284","0.280204323567731","0","2873.00768403293","-1420.87890391081","44"
"94","-1","-2e-04","-3","0.2","0.2","NaN","-1.85577194525244","-7.04477720520178e-05","-4.35603128821901","0.430790378108597","0.280151483209443","0","2873.00780066478","-1420.87896222674","65"
"95","-3","-2e-04","-2","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","86"
"96","-3","-5e-04","-5","0.2","0.2","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","1"
"97","-1","-0.00035","-1","0.2","0.2","NaN","-1.85709573282338","-6.92373067949863e-05","-4.35964992472353","0.43084178150036","0.280144155774529","0","2873.00812220397","-1420.87912299634","110"
"98","-1","1e-04","-1","0.2","0.2","NaN","-1.85664988949875","-6.98794764502227e-05","-4.35695491520532","0.43085209716811","0.280207272162349","0","2873.00768225482","-1420.87890302176","125"
