"","a_log","h_log","h12","log_w","r1_log","r2_log","alpha11","alpha22","alpha12","alpha21","c_log","sigma","sigma2","strtpt","error","a_log.est","h_log.est","h12.est","log_w.est","r1_log.est","r2_log.est","alpha11.est","alpha12.est","alpha22.est","alpha21.est","c_log.est","sigma.est","sigma2.est","converge","BIC","logLik"
"82","-2.5","-3","-2e-04","-6.25","-2","-1","0.005","0.001","0.005","0.005","-5","0.2","0.2","1346687","NaN","-2.00952576499355","-2.50300482997512","0.33643402838975","-9.99730270098909","-1.99392998065496","-1.65353314033765","0.00196412097865723","0.00232356807011731","0.00246851761166098","0.000852836907387262","-4.9943713658268","0.245164998792998","0.241244150662147","0","1959.8117774302","-939.083315761858"
"83","-1","-3","1e-04","-7.5","-1","-3","0.001","0.005","5e-04","0.001","-15","0.2","0.2","192240","NaN","-1.71908628628309","-0.427424574735265","2.13894974406172","-11.757029295385","-2.00595065780873","-1.66555636302012","0.00200279210188397","0.00238159029196572","0.0024581802700199","0.000851573452137095","-14.3227330378904","0.247417019368182","0.241332121300585","0","1969.32338151642","-943.839117804969"
"84","-2","-4","-5e-04","-8.75","-2","-1","0.001","0.001","0.001","0.001","-10","0.2","0.2","682633","NaN","-1.80989970432876","-3.29370386706531","0.343694540876471","-9.47215114510186","-1.85418499920106","-1.65263678187701","0.00191830762347639","0.00234376080156377","0.00245488366150525","0.000911419683736623","-9.78575072470432","0.244848478291797","0.240783388937707","0","1959.80928294661","-939.082068520062"
"85","-2.5","-5","-5e-04","-5","-0.5","-3","5e-04","0.001","5e-04","5e-04","-5","0.2","0.2","929877","NaN","-1.6861975225154","-5.78183988407053","0.405377494851726","-11.3864593545362","-1.85446347758616","-1.663762851632","0.00190433598517598","0.00239781857821159","0.00247039564583249","0.000853414006204952","-4.85832646558007","0.245611027535697","0.240942597916521","0","1959.83887768104","-939.09686588728"
"86","-1.5","-3","-5e-05","-6.25","-1","-3","0.005","5e-04","0.005","5e-04","-15","0.2","0.2","113589","NaN","-0.382168748998314","-3.48931875193585","0.605628292942507","-11.5164229166808","-1.90695864496767","-1.66064674206143","0.00194227395791088","0.0023866242774037","0.00246687130253451","0.000851894315335522","-13.4356090231843","0.245781089038018","0.241258325461818","0","1962.34703927595","-940.350946684736"
"87","-2.5","-1","-5e-05","-10","-1","-0.5","0.001","0.005","5e-04","0.001","-10","0.2","0.2","651347","NaN","-2.62720897285703","-1.14632007380874","-0.000395678318198659","-8.4661601170787","-1.39938217832265","-1.576605672643","0.00201660087322104","0.00085799275770851","0.00211112209105773","0.00123203570756638","-9.09605998228649","0.245508192396768","0.242225384633677","0","1900.44478441923","-909.399819256374"
"88","-2","-4","-0.00035","-7.5","-2","-0.5","5e-04","0.001","0.001","0.005","-15","0.2","0.2","375283","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"89","-2.5","-3","-5e-04","-8.75","-0.5","-0.5","5e-04","5e-04","0.001","5e-04","-15","0.2","0.2","55762","NaN","-1.96756919152895","-3.04652836130714","0.000339518685276807","-9.11939954637432","-0.827476342561917","-1.27782170566498","0.00159211407025768","0.00109379615223164","0.00230933316726522","0.00109278429212286","-14.3582798067027","0.233184280370905","0.243903236228495","0","1933.25734709839","-925.806100595953"
"90","-2","-1","-5e-04","-6.25","-0.5","-0.5","5e-04","5e-04","0.001","0.001","-5","0.2","0.2","1119148","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"91","-2.5","-1","-5e-05","-10","-0.5","-3","0.001","0.005","5e-04","5e-04","-15","0.2","0.2","40722","NaN","-2.69517121296625","-2.79337733560405","0.000295578847018603","-11.0460303647572","-1.2477827101035","-1.65792040999474","0.00161259478578923","0.00146009741970707","0.00267226551693834","0.000916876308470898","-10.7679390695244","0.225306165284555","0.230933818878753","0","1843.60060302691","-880.977728560213"
"92","-2.5","-1","-5e-05","-10","-2","-3","5e-04","0.001","5e-04","0.001","-10","0.2","0.2","624472","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"93","-2.5","-3","-5e-05","-10","-2","-1","0.001","5e-04","0.001","5e-04","-5","0.2","0.2","969462","NaN","-2.4686976801664","-2.79206124209497","0.000283170329899392","-9.88179402236529","-1.15447836673576","-1.66713663176742","0.00154679055382908","0.00114581213216413","0.00244036547988425","0.000640788791123196","-4.58723893349757","0.219246620472781","0.240568558486996","0","1849.31022462056","-883.832539357037"
"94","-3","-3","1e-04","-10","-2","-3","0.005","5e-04","5e-04","0.001","-5","0.2","0.2","1074486","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"95","-1.5","-1","1e-04","-5","-2","-0.5","5e-04","5e-04","5e-04","0.005","-5","0.2","0.2","1219374","NaN","0.220603824214152","-1.97186399185989","0.644286109919048","-10.0752037100041","-1.92846074375922","-1.6602201411131","0.00196258666881923","0.00236051048021929","0.00247374270896875","0.00084980304192419","-5.30499865372177","0.246208587534516","0.24134778099072","0","1962.87510687827","-940.614980485894"
"96","-3","-2","-2e-04","-6.25","-2","-3","0.005","5e-04","0.005","0.001","-10","0.2","0.2","720441","NaN","-3.1724686291794","-2.13485708730006","-0.000182849889782804","-10.680658431606","-1.70737035516911","-1.68439157762135","0.00164177639318022","0.000788302692667896","0.00274585908268253","0.000629893865701627","-9.09256581439985","0.221390262390145","0.227592810075192","0","1875.08491546911","-896.719884781316"
"97","-1","-1","-5e-05","-10","-2","-3","5e-04","5e-04","0.005","5e-04","-10","0.2","0.2","556975","NaN","-0.965596371097821","-0.568748119112162","0.471461019758846","-9.91249082099656","-1.84939681490072","-1.67217213452122","0.00194499620973413","0.00233854473754402","0.00245847046978591","0.000840871551131429","-12.6806363609629","0.246454031355247","0.240873582312808","0","1964.64721950779","-941.501036800653"
"98","-2.5","-3","-0.00035","-10","-1","-0.5","0.001","5e-04","0.005","0.001","-5","0.2","0.2","1174412","NaN","-2.58903647267867","-1.83472308504772","2.75075356950201","-10.0873548620573","-2.03087833477426","-1.65965647393385","0.00200047366483525","0.00240714178139088","0.00246063427954771","0.000858483517522691","-5.08907162051275","0.247622780106928","0.241316773628236","0","1969.98490959559","-944.169881844551"
