"","a_log","h_log","log_w","kr_log","r1_log","r2_log","alpha11","alpha22","alpha12","alpha21","c_log","sigma","sigma2","strtpt","error","a_log.est","h_log.est","log_w.est","kr_log.est","r1_log.est","r2_log.est","alpha11.est","alpha12.est","alpha22.est","alpha21.est","c_log.est","sigma.est","sigma2.est","converge","BIC","logLik"
"80","-1","-1","-7.5","-2.375","-2","-1","5e-04","0.005","5e-04","5e-04","-5","0.2","0.2","947075","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"81","-2","-5","-5","-1.75","-0.5","-0.5","0.001","5e-04","0.001","0.005","-15","0.2","0.2","365353","NaN","-2.58435080050007","-2.82056991890679","-9.13843527253152","-2.45862348839572","-1.17208535016334","-1.42515480132732","0.00150751828316913","0.000989217767516125","0.00253043499234981","0.0010183134235457","-5.13286798461804","0.218255709648019","0.24371464781863","0","1846.33539408893","-882.345124091225"
"82","-1.5","-5","-10","-3","-1","-1","0.005","0.005","0.005","0.005","-10","0.2","0.2","908129","NaN","-2.54289613858065","-4.91148249759021","-5.91169305869983","-4.56908518343204","-1.1267329686593","-1.68475341682295","0.00102360391563595","0.0015238208101791","0.00241771430865169","0.000807155048328153","-7.43173956450439","0.214699431765387","0.241632998262921","0","1819.76803240587","-869.061443249692"
"83","-1.5","-5","-10","-1.75","-2","-0.5","0.005","0.005","5e-04","0.001","-10","0.2","0.2","656504","NaN","-2.57684633519488","-4.64989288626381","-6.04248048330819","-3.27399362471105","-1.17342332358355","-1.66839838296735","0.00104885999914086","0.00145834618991747","0.00251265987600403","0.000808964705294746","-7.96324061347262","0.215026019562825","0.24170903643354","0","1816.89023508882","-867.622544591171"
"84","-1","-2","-6.25","-1.125","-2","-1","0.001","0.005","0.001","5e-04","-5","0.2","0.2","1003595","NaN","-2.19668622981264","-2.88921167060376","-5.23616770752623","-1.21295632528539","-1.17632926254219","-1.82099871173088","0.00147062861910677","0.00156630543955846","0.00191566540844258","0.00100606486004002","-4.70487863597854","0.212211596735509","0.240593080509381","0","1824.28858141588","-871.3217177547"
"85","-3","-5","-7.5","-3","-0.5","-3","5e-04","0.001","5e-04","0.005","-15","0.2","0.2","321926","NaN","-2.77177152186612","-5.55840534521565","-6.40706781396722","-3.87719589114163","-1.27579101317694","-1.71516069705379","0.000949013142886226","0.00136717929676939","0.00242053275545995","0.000816029559183443","-14.1158531240289","0.216703304844816","0.241553896664891","0","1826.54495523443","-872.449904663976"
"86","-1.5","-4","-7.5","-0.5","-0.5","-1","0.001","5e-04","0.001","5e-04","-15","0.2","0.2","59934","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"87","-2","-5","-8.75","-2.375","-2","-0.5","5e-04","5e-04","0.001","0.005","-15","0.2","0.2","358278","NaN","-2.60211931805265","-3.98909871173612","-6.5977618042287","-5.02567192818974","-1.19315749423173","-1.66432421683409","0.00119992255778245","0.00124010868468526","0.00243853609969765","0.000874613767729135","-13.9846082533139","0.214795848395336","0.24080933237699","0","1816.08710193384","-867.220978013679"
"88","-2.5","-4","-6.25","-3","-2","-1","0.001","0.005","0.005","0.005","-5","0.2","0.2","1357582","NaN","-2.56316135947615","-3.46419227845533","-7.16122999818664","-2.13039288118844","-1.1853779910569","-1.63089425473273","0.00134260197130654","0.00105706358506277","0.00254536143621827","0.000929503210296061","-5.57175142541997","0.215504200910664","0.24130712473455","0","1822.29140494161","-870.323129517562"
"89","-1","-2","-5","-0.5","-1","-0.5","5e-04","0.005","0.005","0.001","-10","0.2","0.2","747495","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"90","-1","-4","-8.75","-1.125","-1","-0.5","0.005","0.005","0.005","0.001","-15","0.2","0.2","302910","NaN","-0.330374680289053","-0.0672955722941834","-4.20054738208121","3.60646780670263","-6.03440268931938","-1.68990346605016","0.0203614319100357","0.00669164873916294","0.00240901061716334","0.000876523840282393","-15.1373411844242","0.257732407497247","0.241102011246721","0","2013.24883632702","-965.801845210271"
"91","-2","-1","-5","-1.125","-0.5","-0.5","0.005","0.005","5e-04","5e-04","-5","0.2","0.2","961748","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"92","-1.5","-1","-7.5","-3","-1","-0.5","5e-04","0.001","0.001","0.005","-5","0.2","0.2","1286949","NaN","-2.79120471494068","0.381281788133446","-7.65854593824258","-1.83625607731329","-1.74209938962639","-1.61809062747253","0.00199151094518269","0.00177572337526257","0.00250403911205106","0.00084902561010203","-4.1681928193007","0.24032786963876","0.242358034518032","0","1941.03546858212","-929.695161337819"
"93","-2","-4","-6.25","-1.75","-2","-3","0.005","0.001","5e-04","0.001","-15","0.2","0.2","180333","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"94","-2","-5","-10","-3","-0.5","-3","5e-04","0.001","0.005","5e-04","-10","0.2","0.2","575003","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"95","-1","-5","-7.5","-1.75","-0.5","-0.5","5e-04","0.005","0.001","0.001","-5","0.2","0.2","1152805","NaN","-2.26013702901237","-2.86337292754396","-6.4383380460708","-1.05198376962957","-1.14277632216521","-1.79227877496265","0.00150833119515964","0.00140462673216054","0.00298119520830821","0.000717754372941484","-4.79365207591353","0.216899191421142","0.241369088578699","0","1830.68901210412","-874.521933098819"
"96","-2.5","-2","-6.25","-1.125","-0.5","-3","5e-04","0.005","5e-04","0.005","-5","0.2","0.2","1250467","NaN","-1.95389006426993","-3.36278799911999","-4.908180688985","-2.68270516534882","-0.964322407754932","-1.66348145155662","0.00136145179587196","0.00175557111638792","0.00257192458486242","0.000857214705600969","-6.27291155177612","0.212742188210623","0.239561022615474","0","1819.58723490387","-868.971044498695"
"97","-2","-3","-5","-1.75","-2","-1","0.005","5e-04","5e-04","5e-04","-15","0.2","0.2","13488","NaN","-2.23439896840134","-2.83051181960214","-5.27228850901228","-1.79937746185662","-1.19715077766734","-1.72286738470514","0.0014652522443696","0.00163706453066399","0.00256257035563432","0.00086990169244423","-14.9522881527749","0.210682127248515","0.238969804801472","0","1816.21597023735","-867.285412165434"
"98","-2.5","-4","-6.25","-0.5","-0.5","-0.5","0.001","5e-04","5e-04","5e-04","-15","0.2","0.2","11207","NaN","-2.15549406475221","-3.33046745628638","-5.4186625388189","-0.466890614787607","-1.09078959015324","-1.66596145255991","0.00133932442624128","0.00160232048680527","0.00243968852398888","0.00085338861643916","-14.1066698575101","0.212982396124708","0.241001395115905","0","1806.01537895637","-862.185116524946"
